date_id,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month
20160227,2016,February,9,27
20160227,2016,February,9,27
20160227,2016,February,9,27
20160227,2016,February,9,27
20160228,2016,February,10,28
20160228,2016,February,10,28
20160228,2016,February,10,28
20160228,2016,February,10,28
20160228,2016,February,10,28
20160228,2016,February,10,28
20160229,2016,February,10,29
20160229,2016,February,10,29
20160229,2016,February,10,29
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160301,2016,March,10,1
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160302,2016,March,10,2
20160303,2016,March,10,3
20160303,2016,March,10,3
20160303,2016,March,10,3
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160304,2016,March,10,4
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160305,2016,March,10,5
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160307,2016,March,11,7
20160308,2016,March,11,8
20160308,2016,March,11,8
20160308,2016,March,11,8
20160308,2016,March,11,8
20160308,2016,March,11,8
20160309,2016,March,11,9
20160309,2016,March,11,9
20160309,2016,March,11,9
20160309,2016,March,11,9
20160309,2016,March,11,9
20160309,2016,March,11,9
20160309,2016,March,11,9
20160309,2016,March,11,9
20160309,2016,March,11,9
20160310,2016,March,11,10
20160310,2016,March,11,10
20160310,2016,March,11,10
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160311,2016,March,11,11
20160312,2016,March,11,12
20160312,2016,March,11,12
20160312,2016,March,11,12
20160312,2016,March,11,12
20160312,2016,March,11,12
20160312,2016,March,11,12
20160312,2016,March,11,12
20160312,2016,March,11,12
20160312,2016,March,11,12
20160313,2016,March,12,13
20160313,2016,March,12,13
20160313,2016,March,12,13
20160313,2016,March,12,13
20160313,2016,March,12,13
20160314,2016,March,12,14
20160314,2016,March,12,14
20160314,2016,March,12,14
20160314,2016,March,12,14
20160314,2016,March,12,14
20160314,2016,March,12,14
20160314,2016,March,12,14
20160315,2016,March,12,15
20160315,2016,March,12,15
20160315,2016,March,12,15
20160315,2016,March,12,15
20160315,2016,March,12,15
20160316,2016,March,12,16
20160316,2016,March,12,16
20160316,2016,March,12,16
20160316,2016,March,12,16
20160316,2016,March,12,16
20160317,2016,March,12,17
20160317,2016,March,12,17
20160317,2016,March,12,17
20160317,2016,March,12,17
20160317,2016,March,12,17
20160317,2016,March,12,17
20160317,2016,March,12,17
20160317,2016,March,12,17
20160317,2016,March,12,17
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160318,2016,March,12,18
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160319,2016,March,12,19
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160320,2016,March,13,20
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160321,2016,March,13,21
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160322,2016,March,13,22
20160323,2016,March,13,23
20160323,2016,March,13,23
20160323,2016,March,13,23
20160323,2016,March,13,23
20160323,2016,March,13,23
20160323,2016,March,13,23
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160324,2016,March,13,24
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160325,2016,March,13,25
20160326,2016,March,13,26
20160326,2016,March,13,26
20160326,2016,March,13,26
20160326,2016,March,13,26
20160326,2016,March,13,26
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160327,2016,March,14,27
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160328,2016,March,14,28
20160329,2016,March,14,29
20160329,2016,March,14,29
20160329,2016,March,14,29
20160329,2016,March,14,29
20160329,2016,March,14,29
20160329,2016,March,14,29
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160330,2016,March,14,30
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160331,2016,March,14,31
20160401,2016,April,14,1
20160401,2016,April,14,1
20160401,2016,April,14,1
20160401,2016,April,14,1
20160401,2016,April,14,1
20160401,2016,April,14,1
20160401,2016,April,14,1
20160402,2016,April,14,2
20160402,2016,April,14,2
20160402,2016,April,14,2
20160402,2016,April,14,2
20160402,2016,April,14,2
20160402,2016,April,14,2
20160402,2016,April,14,2
20160403,2016,April,15,3
20160403,2016,April,15,3
20160403,2016,April,15,3
20160403,2016,April,15,3
20160403,2016,April,15,3
20160403,2016,April,15,3
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160404,2016,April,15,4
20160405,2016,April,15,5
20160405,2016,April,15,5
20160405,2016,April,15,5
20160405,2016,April,15,5
20160405,2016,April,15,5
20160405,2016,April,15,5
20160406,2016,April,15,6
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160407,2016,April,15,7
20160408,2016,April,15,8
20160408,2016,April,15,8
20160408,2016,April,15,8
20160408,2016,April,15,8
20160408,2016,April,15,8
20160408,2016,April,15,8
20160408,2016,April,15,8
20160408,2016,April,15,8
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160409,2016,April,15,9
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160410,2016,April,16,10
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160411,2016,April,16,11
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160412,2016,April,16,12
20160413,2016,April,16,13
20160413,2016,April,16,13
20160414,2016,April,16,14
20160414,2016,April,16,14
20160414,2016,April,16,14
20160415,2016,April,16,15
20160415,2016,April,16,15
20160415,2016,April,16,15
20160415,2016,April,16,15
20160415,2016,April,16,15
20160415,2016,April,16,15
20160415,2016,April,16,15
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160416,2016,April,16,16
20160417,2016,April,17,17
20160417,2016,April,17,17
20160417,2016,April,17,17
20160417,2016,April,17,17
20160417,2016,April,17,17
20160417,2016,April,17,17
20160417,2016,April,17,17
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160418,2016,April,17,18
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160419,2016,April,17,19
20160420,2016,April,17,20
20160420,2016,April,17,20
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160421,2016,April,17,21
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160422,2016,April,17,22
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160423,2016,April,17,23
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160424,2016,April,18,24
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
20160425,2016,April,18,25
